id,split,label,amount,hour,n_prior_txns,distance_km,device_age_days,prediction
txn_01296,train,legitimate,62.44,11,6,7.8,76,legitimate
txn_01297,train,legitimate,6.31,5,15,61.1,1272,legitimate
txn_01298,test,legitimate,25.82,0,11,4.6,109,legitimate
txn_01299,train,legitimate,6.91,2,11,1.5,1030,legitimate
txn_01300,train,legitimate,10.46,1,12,15.2,644,legitimate
txn_01301,train,legitimate,86.77,12,19,34.1,803,legitimate
txn_01302,train,legitimate,13.66,17,8,13.0,1124,legitimate
txn_01303,train,legitimate,12.53,10,13,27.2,43,legitimate
txn_01304,train,legitimate,13.59,4,11,4.0,988,legitimate
txn_01305,train,legitimate,17.38,4,12,22.5,717,legitimate
txn_01306,test,legitimate,98.32,13,12,6.1,1461,legitimate
txn_01307,test,legitimate,7.38,2,14,67.4,1498,legitimate
txn_01308,train,legitimate,6.97,5,12,113.6,710,legitimate
txn_01309,train,legitimate,41.92,13,13,24.6,243,legitimate
txn_01310,train,legitimate,4.89,0,14,70.1,860,legitimate
txn_01311,test,legitimate,16.46,3,14,20.5,353,legitimate
txn_01312,train,legitimate,72.25,18,9,11.1,61,legitimate
txn_01313,train,legitimate,23.64,0,12,6.9,1216,legitimate
txn_01314,train,legitimate,14.69,7,17,26.6,1061,legitimate
txn_01315,test,legitimate,11.7,5,9,24.3,1184,legitimate
txn_01316,train,legitimate,9.54,12,11,10.3,1352,legitimate
txn_01317,train,legitimate,13.15,19,10,16.3,1218,legitimate
txn_01318,test,legitimate,26.95,16,9,30.7,675,legitimate
txn_01319,train,legitimate,80.47,15,12,59.3,651,legitimate
txn_01320,test,legitimate,61.13,6,7,58.4,66,legitimate
txn_01321,train,legitimate,13.45,12,13,35.0,37,legitimate
txn_01322,train,legitimate,11.41,11,4,45.0,1211,legitimate
txn_01323,train,legitimate,46.7,5,12,8.3,1177,legitimate
txn_01324,test,legitimate,3.91,5,13,12.7,1060,legitimate
txn_01325,train,legitimate,15.21,11,9,39.2,1376,legitimate
txn_01326,test,legitimate,17.01,6,7,7.4,980,legitimate
txn_01327,train,legitimate,7.82,0,12,60.5,818,legitimate
txn_01328,test,legitimate,8.76,16,18,56.3,1246,legitimate
txn_01329,train,legitimate,33.0,7,12,40.4,587,legitimate
txn_01330,train,legitimate,4.56,18,8,59.9,1491,legitimate
txn_01331,train,legitimate,9.47,11,16,11.6,213,legitimate
txn_01332,test,legitimate,12.3,3,12,41.9,134,legitimate
txn_01333,train,legitimate,25.27,2,8,135.0,422,legitimate
txn_01334,train,legitimate,6.01,16,16,45.2,732,legitimate
txn_01335,train,legitimate,68.05,13,7,9.6,786,legitimate
txn_01336,test,legitimate,17.15,21,13,16.7,692,legitimate
txn_01337,test,legitimate,17.97,10,15,88.2,1156,legitimate
txn_01338,train,legitimate,16.23,11,13,16.9,1473,legitimate
txn_01339,train,legitimate,11.93,1,8,50.9,155,legitimate
txn_01340,test,legitimate,8.8,9,13,23.0,584,legitimate
txn_01341,test,legitimate,71.9,3,6,12.1,711,legitimate
txn_01342,test,legitimate,28.27,2,11,4.9,94,legitimate
txn_01343,train,legitimate,20.74,11,15,44.6,28,legitimate
txn_01344,train,legitimate,61.68,9,14,31.5,79,legitimate
txn_01345,train,legitimate,11.44,21,12,36.6,822,legitimate
txn_01346,train,legitimate,42.92,12,13,50.4,951,legitimate
txn_01347,train,legitimate,23.55,1,11,14.9,747,legitimate
txn_01348,train,legitimate,9.57,23,7,76.7,1351,legitimate
txn_01349,train,legitimate,48.68,13,18,9.2,725,legitimate
txn_01350,train,legitimate,5.26,1,12,30.5,1273,legitimate
txn_01351,train,legitimate,43.66,6,13,2.2,376,legitimate
txn_01352,train,legitimate,9.6,0,13,32.4,662,legitimate
txn_01353,test,legitimate,34.33,9,12,11.4,207,legitimate
txn_01354,train,legitimate,89.43,18,7,17.6,1149,legitimate
txn_01355,test,legitimate,40.09,22,7,18.2,1321,legitimate
txn_01356,test,legitimate,12.64,4,11,24.4,892,legitimate
txn_01357,test,legitimate,22.23,15,17,4.4,1415,legitimate
txn_01358,test,legitimate,15.91,3,12,74.6,1004,legitimate
txn_01359,train,legitimate,7.19,6,13,4.0,823,legitimate
txn_01360,train,legitimate,7.67,15,12,8.5,1498,legitimate
txn_01361,train,legitimate,23.8,10,12,85.6,1429,legitimate
txn_01362,train,legitimate,38.67,6,14,43.8,906,legitimate
txn_01363,train,fraud,5.14,23,12,25.3,596,fraud
txn_01364,test,legitimate,21.18,2,10,3.6,1015,legitimate
txn_01365,test,legitimate,37.42,20,10,26.6,570,legitimate
txn_01366,test,legitimate,25.28,2,15,3.8,995,legitimate
txn_01367,train,legitimate,8.45,10,7,17.7,548,legitimate
txn_01368,test,legitimate,62.77,10,12,75.4,1137,legitimate
txn_01369,test,legitimate,6.84,12,10,6.1,125,legitimate
txn_01370,train,legitimate,42.8,8,20,4.5,973,legitimate
txn_01371,train,legitimate,109.26,11,9,10.6,508,legitimate
txn_01372,train,legitimate,3.03,7,15,9.3,1051,legitimate
txn_01373,train,legitimate,29.08,3,10,16.3,633,legitimate
txn_01374,test,legitimate,30.71,11,12,23.0,807,legitimate
txn_01375,train,fraud,36.16,23,14,93.2,1056,legitimate
txn_01376,train,legitimate,10.59,5,8,6.8,1161,legitimate
txn_01377,train,legitimate,16.57,5,15,69.7,458,legitimate
txn_01378,test,fraud,7.31,21,10,47.7,1239,legitimate
txn_01379,train,legitimate,25.6,5,15,6.6,581,legitimate
txn_01380,train,legitimate,38.1,5,12,22.2,1413,legitimate
txn_01381,train,legitimate,11.68,2,12,1.5,1134,legitimate
txn_01382,train,legitimate,9.04,8,15,110.0,433,legitimate
txn_01383,test,legitimate,14.1,22,17,0.1,742,legitimate
txn_01384,test,legitimate,22.24,19,17,14.2,1420,legitimate
txn_01385,test,legitimate,23.79,21,10,51.7,916,legitimate
txn_01386,train,legitimate,20.22,3,16,33.4,845,legitimate
txn_01387,train,legitimate,23.95,15,8,33.7,630,legitimate
txn_01388,train,legitimate,6.18,20,6,183.6,583,legitimate
txn_01389,train,legitimate,1.53,12,16,41.8,288,legitimate
txn_01390,train,legitimate,40.98,4,12,64.7,185,legitimate
txn_01391,test,legitimate,90.28,13,11,9.9,605,legitimate
txn_01392,train,legitimate,5.56,0,11,0.3,1331,legitimate
txn_01393,train,legitimate,11.62,8,10,29.9,831,legitimate
txn_01394,test,legitimate,29.98,12,8,4.7,284,legitimate
txn_01395,test,legitimate,56.9,21,20,22.8,1292,legitimate
txn_01396,test,legitimate,42.16,2,18,41.2,179,legitimate
txn_01397,train,legitimate,78.18,13,10,2.6,561,legitimate
txn_01398,train,legitimate,21.15,5,8,32.5,1057,legitimate
txn_01399,test,legitimate,33.47,20,8,6.7,191,legitimate
txn_01400,train,legitimate,33.38,19,16,1.1,262,legitimate
txn_01401,test,legitimate,14.59,16,11,16.6,40,legitimate
txn_01402,train,legitimate,72.43,23,17,11.1,364,legitimate
txn_01403,train,legitimate,41.06,16,15,12.7,1469,legitimate
txn_01404,train,fraud,74.66,19,16,30.3,496,legitimate
txn_01405,train,legitimate,15.19,16,9,12.5,935,legitimate
txn_01406,train,legitimate,61.16,1,10,25.6,1461,legitimate
txn_01407,train,legitimate,7.92,18,13,8.4,1241,legitimate
txn_01408,train,legitimate,32.74,20,17,37.3,405,legitimate
txn_01409,train,legitimate,1.72,19,14,39.5,1216,legitimate
txn_01410,train,legitimate,8.27,10,15,156.6,681,legitimate
txn_01411,train,legitimate,45.78,16,16,5.1,839,legitimate
txn_01412,train,legitimate,14.3,17,12,39.7,863,legitimate
txn_01413,train,legitimate,26.35,7,14,23.1,310,legitimate
txn_01414,train,legitimate,4.54,19,11,7.7,639,legitimate
txn_01415,train,legitimate,101.21,6,13,132.9,726,legitimate
txn_01416,train,legitimate,39.84,20,11,62.1,691,legitimate
txn_01417,train,legitimate,21.66,4,18,181.2,133,legitimate
txn_01418,test,legitimate,33.38,8,8,81.2,707,legitimate
txn_01419,test,legitimate,30.63,20,9,3.9,832,legitimate
txn_01420,train,legitimate,88.8,3,12,3.7,1059,legitimate
txn_01421,train,legitimate,27.4,11,14,63.9,1391,legitimate
txn_01422,train,legitimate,5.26,21,16,21.3,1422,legitimate
txn_01423,train,legitimate,17.29,0,13,21.3,630,legitimate
txn_01424,train,legitimate,78.01,14,8,4.4,309,legitimate
txn_01425,train,fraud,49.78,14,13,14.5,729,legitimate
txn_01426,train,legitimate,14.71,6,8,1.3,276,legitimate
txn_01427,train,legitimate,40.34,20,16,42.5,405,legitimate
txn_01428,train,legitimate,24.89,15,9,28.7,1095,legitimate
txn_01429,train,legitimate,40.31,22,8,40.0,1240,legitimate
txn_01430,test,fraud,6.04,9,11,2.5,1367,legitimate
txn_01431,test,legitimate,9.22,22,8,0.5,1338,legitimate
txn_01432,train,legitimate,42.61,10,8,84.5,166,legitimate
txn_01433,train,legitimate,17.86,20,11,3.8,851,legitimate
txn_01434,test,legitimate,31.32,18,15,109.1,538,legitimate
txn_01435,train,legitimate,150.84,4,11,10.7,649,legitimate
txn_01436,train,legitimate,16.37,21,12,16.0,280,legitimate
txn_01437,train,legitimate,28.12,12,11,25.7,213,legitimate
txn_01438,train,legitimate,12.88,4,12,2.3,1098,legitimate
txn_01439,train,legitimate,12.05,17,14,6.3,922,legitimate
txn_01440,train,legitimate,20.64,6,15,22.4,94,legitimate
txn_01441,train,legitimate,5.36,15,9,24.3,270,legitimate
txn_01442,train,fraud,3.64,1,18,8.5,1242,fraud
txn_01443,train,legitimate,84.36,8,12,31.6,422,legitimate
txn_01444,test,legitimate,20.07,8,11,55.5,862,legitimate
txn_01445,train,legitimate,66.61,0,4,1.9,507,legitimate
txn_01446,train,legitimate,25.02,23,14,6.8,1026,legitimate
txn_01447,test,fraud,32.98,21,16,54.4,385,legitimate
txn_01448,train,legitimate,42.77,11,9,14.4,69,legitimate
txn_01449,train,legitimate,44.81,18,5,52.6,1036,legitimate
txn_01450,train,legitimate,6.85,2,13,118.1,823,legitimate
txn_01451,train,legitimate,72.32,20,16,4.7,916,legitimate
txn_01452,train,legitimate,8.6,1,16,9.2,671,legitimate
txn_01453,train,legitimate,27.09,9,14,47.3,1290,legitimate
txn_01454,train,legitimate,269.92,13,8,53.8,1449,legitimate
txn_01455,train,legitimate,24.03,5,13,13.0,1157,legitimate
txn_01456,test,legitimate,113.26,12,8,48.2,643,legitimate
txn_01457,train,legitimate,15.82,20,5,23.2,1212,legitimate
txn_01458,test,fraud,51.98,22,10,5.8,760,legitimate
txn_01459,train,legitimate,23.36,15,10,116.7,368,legitimate
txn_01460,train,legitimate,33.42,5,11,48.9,1251,legitimate
txn_01461,train,legitimate,9.64,16,10,4.1,874,legitimate
txn_01462,train,legitimate,9.06,9,16,0.8,1109,legitimate
txn_01463,train,legitimate,30.85,0,7,60.8,1282,legitimate
txn_01464,train,fraud,6.2,23,13,137.4,849,fraud
txn_01465,train,legitimate,9.75,2,16,21.1,897,legitimate
txn_01466,train,legitimate,41.61,18,12,10.4,291,legitimate
txn_01467,test,legitimate,12.19,18,8,19.2,390,legitimate
txn_01468,train,legitimate,9.33,8,13,26.8,309,legitimate
txn_01469,test,legitimate,7.53,21,15,35.8,1085,legitimate
txn_01470,train,legitimate,25.67,6,19,40.9,62,legitimate
txn_01471,train,legitimate,15.58,8,18,70.5,534,legitimate
txn_01472,test,legitimate,25.74,17,13,10.1,564,legitimate
txn_01473,train,legitimate,18.5,20,15,14.3,944,legitimate
txn_01474,train,legitimate,135.5,3,8,24.0,1310,legitimate
txn_01475,train,legitimate,14.52,4,10,20.8,1250,legitimate
txn_01476,train,legitimate,3.29,4,9,43.4,1235,legitimate
txn_01477,train,legitimate,24.91,13,6,45.0,797,legitimate
txn_01478,train,fraud,28.62,6,13,65.8,588,legitimate
txn_01479,train,legitimate,25.9,8,13,14.1,690,legitimate
txn_01480,train,legitimate,4.64,15,8,66.4,79,legitimate
txn_01481,train,legitimate,67.13,12,12,30.4,707,legitimate
txn_01482,train,legitimate,21.57,10,8,21.1,385,legitimate
txn_01483,test,legitimate,21.33,4,8,102.7,961,legitimate
txn_01484,train,legitimate,4.75,13,12,1.6,1338,legitimate
txn_01485,train,legitimate,35.29,9,15,41.4,1371,legitimate
txn_01486,train,fraud,26.79,12,16,38.8,976,legitimate
txn_01487,train,legitimate,83.04,11,12,14.3,741,legitimate
txn_01488,test,legitimate,14.83,23,8,32.7,80,legitimate
txn_01489,test,legitimate,6.67,13,14,43.8,958,legitimate
txn_01490,train,legitimate,25.21,20,12,18.2,968,legitimate
txn_01491,test,legitimate,9.13,4,10,6.5,1026,legitimate
txn_01492,train,legitimate,33.34,15,8,28.2,213,legitimate
txn_01493,test,legitimate,7.75,14,23,54.4,1183,legitimate
txn_01494,train,legitimate,19.62,21,9,14.6,140,legitimate
txn_01495,train,legitimate,17.84,5,16,8.9,145,legitimate
txn_01496,train,legitimate,21.52,0,8,14.0,534,legitimate
txn_01497,train,legitimate,13.48,23,10,11.5,835,legitimate
txn_01498,train,legitimate,10.1,22,14,47.2,92,legitimate
txn_01499,test,legitimate,20.99,5,13,42.9,174,legitimate
txn_01500,train,legitimate,12.65,13,10,22.7,310,legitimate
txn_01501,train,legitimate,25.81,2,13,34.1,42,legitimate
txn_01502,train,legitimate,17.07,7,11,28.0,338,legitimate
txn_01503,train,legitimate,2.5,6,14,62.1,230,legitimate
txn_01504,test,legitimate,20.94,15,14,3.8,399,legitimate
txn_01505,test,legitimate,85.82,13,13,8.1,1474,legitimate
txn_01506,train,legitimate,29.87,2,14,44.5,364,legitimate
txn_01507,train,fraud,51.11,10,7,2.5,901,legitimate
txn_01508,train,legitimate,34.63,19,17,5.5,856,legitimate
txn_01509,train,legitimate,14.1,15,16,30.9,1174,legitimate
txn_01510,train,legitimate,6.1,3,8,3.8,1054,legitimate
txn_01511,train,legitimate,48.8,2,10,113.9,872,legitimate
txn_01512,test,legitimate,61.88,17,20,59.8,584,legitimate
txn_01513,train,legitimate,38.54,9,15,26.3,944,legitimate
txn_01514,train,legitimate,33.57,2,10,23.1,688,legitimate
txn_01515,train,legitimate,32.62,13,12,27.6,525,legitimate
txn_01516,train,legitimate,21.65,2,14,34.6,1216,legitimate
txn_01517,train,legitimate,29.01,23,16,2.2,995,legitimate
txn_01518,train,legitimate,22.51,12,8,59.8,1084,legitimate
txn_01519,test,legitimate,30.51,21,17,95.2,414,legitimate
txn_01520,train,legitimate,8.91,7,14,47.7,77,legitimate
txn_01521,train,legitimate,12.1,13,10,30.1,820,legitimate
txn_01522,test,legitimate,38.57,7,14,18.1,619,legitimate
txn_01523,train,legitimate,16.04,7,14,31.4,779,legitimate
txn_01524,test,fraud,2.76,23,8,34.5,51,legitimate
txn_01525,train,legitimate,25.11,2,12,21.0,800,legitimate
txn_01526,train,legitimate,2.45,8,12,20.1,895,legitimate
txn_01527,train,legitimate,141.03,15,9,34.4,186,legitimate
txn_01528,test,legitimate,44.61,17,13,70.0,1220,legitimate
txn_01529,test,legitimate,42.61,13,9,16.5,769,legitimate
txn_01530,train,legitimate,11.74,6,12,20.6,1258,legitimate
txn_01531,train,legitimate,7.51,11,11,3.5,414,legitimate
txn_01532,train,legitimate,18.17,13,8,58.8,1158,legitimate
txn_01533,train,legitimate,22.73,17,15,10.3,30,legitimate
txn_01534,train,legitimate,10.62,20,13,45.0,420,legitimate
txn_01535,test,fraud,33.37,11,18,1.7,1137,legitimate
txn_01536,test,legitimate,43.25,8,15,9.9,797,legitimate
txn_01537,train,legitimate,39.77,18,12,17.8,186,legitimate
txn_01538,train,legitimate,8.22,3,9,15.4,819,legitimate
txn_01539,train,legitimate,2.79,6,7,0.7,1424,legitimate
txn_01540,test,legitimate,22.42,22,13,6.6,146,legitimate
txn_01541,train,legitimate,11.86,7,13,2.0,761,legitimate
txn_01542,train,legitimate,34.35,12,12,6.5,599,legitimate
txn_01543,test,legitimate,108.31,21,14,30.1,548,legitimate
txn_01544,train,legitimate,108.21,13,12,0.6,493,legitimate
txn_01545,test,legitimate,29.48,13,15,42.1,48,legitimate
txn_01546,train,legitimate,64.94,9,11,51.6,940,legitimate
txn_01547,train,legitimate,108.56,22,13,5.9,20,legitimate
txn_01548,train,legitimate,23.43,23,16,0.4,55,legitimate
txn_01549,train,legitimate,29.12,1,8,76.0,1022,legitimate
txn_01550,train,legitimate,50.82,23,13,84.1,1094,legitimate
txn_01551,test,legitimate,21.7,22,14,139.2,1042,legitimate
txn_01552,train,legitimate,13.92,18,16,2.1,1256,legitimate
txn_01553,train,legitimate,10.95,1,11,7.4,532,legitimate
txn_01554,train,legitimate,22.63,9,13,2.9,1236,legitimate
txn_01555,train,legitimate,12.41,17,11,9.4,1281,legitimate
txn_01556,train,legitimate,48.34,15,7,11.0,289,legitimate
txn_01557,train,legitimate,16.37,13,14,23.4,441,legitimate
txn_01558,train,legitimate,91.51,7,14,5.7,1182,legitimate
txn_01559,test,legitimate,71.87,2,15,34.4,786,legitimate
txn_01560,test,legitimate,6.89,14,10,30.5,693,legitimate
txn_01561,train,legitimate,63.49,7,10,17.1,214,legitimate
txn_01562,train,legitimate,15.37,20,10,30.8,723,legitimate
txn_01563,test,legitimate,83.84,11,7,17.8,530,legitimate
txn_01564,train,legitimate,36.95,0,11,22.3,1002,legitimate
txn_01565,test,legitimate,21.67,13,13,2.7,1087,legitimate
txn_01566,test,legitimate,43.07,19,8,139.4,1184,legitimate
txn_01567,train,legitimate,13.31,11,8,9.7,652,legitimate
txn_01568,test,legitimate,31.06,14,12,66.0,800,legitimate
txn_01569,train,legitimate,32.79,0,16,35.3,406,legitimate
txn_01570,test,legitimate,19.74,0,13,14.2,753,legitimate
txn_01571,test,legitimate,32.89,23,10,5.6,756,legitimate
txn_01572,train,legitimate,8.76,0,8,0.9,1101,legitimate
txn_01573,test,legitimate,38.74,8,11,31.9,1259,legitimate
txn_01574,train,legitimate,7.17,8,16,10.6,1435,legitimate
txn_01575,train,legitimate,41.28,17,13,6.0,877,legitimate
txn_01576,train,legitimate,35.77,21,12,29.6,188,legitimate
txn_01577,train,legitimate,44.86,22,18,21.2,400,legitimate
txn_01578,test,fraud,17.24,14,17,16.3,1124,legitimate
txn_01579,train,fraud,529.63,23,9,49.1,1337,legitimate
txn_01580,test,fraud,23.68,21,13,255.8,69,legitimate
txn_01581,test,legitimate,26.47,4,9,33.0,165,legitimate
txn_01582,train,legitimate,11.18,12,13,7.9,402,legitimate
txn_01583,test,legitimate,89.63,21,17,26.6,1128,legitimate
txn_01584,test,legitimate,14.68,2,10,99.2,654,legitimate
txn_01585,test,legitimate,59.21,12,11,15.8,668,legitimate
txn_01586,train,legitimate,9.37,21,14,5.1,1280,legitimate
txn_01587,train,legitimate,30.95,15,9,43.2,792,legitimate
txn_01588,train,legitimate,16.2,9,19,23.0,266,legitimate
txn_01589,train,legitimate,55.95,5,12,29.2,386,legitimate
txn_01590,test,legitimate,17.52,13,17,29.7,1487,legitimate
txn_01591,train,legitimate,10.18,3,11,106.7,391,legitimate
txn_01592,test,legitimate,35.55,19,11,55.9,532,legitimate
txn_01593,train,legitimate,7.45,13,7,45.9,231,legitimate
txn_01594,train,legitimate,9.33,18,9,37.7,440,legitimate
txn_01595,test,legitimate,48.09,21,17,7.6,817,legitimate
txn_01596,test,legitimate,3.92,21,11,25.6,392,legitimate
txn_01597,train,legitimate,47.76,10,14,27.3,1083,legitimate
txn_01598,train,legitimate,15.89,16,11,19.6,390,legitimate
txn_01599,train,legitimate,9.76,22,20,13.3,12,legitimate
txn_01600,train,legitimate,29.35,14,15,201.5,900,legitimate
txn_01601,train,legitimate,42.43,16,10,58.3,424,legitimate
txn_01602,test,legitimate,13.39,9,9,7.4,721,legitimate
txn_01603,test,legitimate,19.75,0,15,41.9,732,legitimate
txn_01604,train,legitimate,49.88,2,16,7.3,337,legitimate
txn_01605,train,legitimate,47.72,22,10,18.5,1453,legitimate
txn_01606,test,legitimate,22.29,5,16,23.3,1050,legitimate
txn_01607,train,legitimate,11.29,2,7,48.2,755,legitimate
txn_01608,test,legitimate,9.56,4,7,53.3,689,legitimate
txn_01609,test,legitimate,13.34,5,9,1.9,823,legitimate
txn_01610,test,legitimate,44.65,17,15,37.4,930,legitimate
txn_01611,train,legitimate,40.57,13,18,18.3,804,legitimate
txn_01612,test,legitimate,31.35,9,17,27.8,1482,legitimate
txn_01613,test,legitimate,87.81,22,13,2.9,251,legitimate
txn_01614,train,legitimate,17.73,13,14,4.8,1111,legitimate
txn_01615,train,legitimate,16.46,3,16,4.4,791,legitimate
txn_01616,train,legitimate,16.39,0,8,4.7,1025,legitimate
txn_01617,train,legitimate,143.82,7,14,114.1,240,legitimate
txn_01618,test,legitimate,3.38,11,11,11.3,14,legitimate
txn_01619,test,legitimate,31.12,1,20,31.6,1194,legitimate
txn_01620,test,legitimate,36.08,22,13,74.3,142,legitimate
txn_01621,train,legitimate,25.12,2,7,41.6,1171,legitimate
txn_01622,train,legitimate,215.23,1,16,30.0,757,legitimate
txn_01623,test,legitimate,71.73,10,10,64.3,1151,legitimate
txn_01624,train,legitimate,49.19,21,18,53.1,894,legitimate
txn_01625,train,legitimate,10.18,13,17,9.4,332,legitimate
txn_01626,train,legitimate,38.07,12,13,29.3,643,legitimate
txn_01627,test,legitimate,16.76,12,15,49.8,648,legitimate
txn_01628,train,legitimate,24.84,7,11,37.3,17,legitimate
txn_01629,test,legitimate,28.82,1,17,20.8,135,legitimate
txn_01630,train,legitimate,15.15,10,21,2.0,1475,legitimate
txn_01631,test,legitimate,43.37,10,18,7.3,870,legitimate
txn_01632,test,legitimate,111.2,1,8,1.7,648,legitimate
txn_01633,test,legitimate,63.55,10,14,69.6,301,legitimate
txn_01634,train,legitimate,29.36,17,8,3.4,1287,legitimate
txn_01635,train,legitimate,3.88,22,15,7.3,1233,legitimate
txn_01636,train,legitimate,66.79,18,15,44.7,1414,legitimate
txn_01637,train,legitimate,66.26,7,15,2.3,813,legitimate
txn_01638,test,legitimate,20.03,4,19,52.5,932,legitimate
txn_01639,test,legitimate,15.33,15,15,31.5,332,legitimate
txn_01640,train,legitimate,44.73,2,9,39.2,1040,legitimate
txn_01641,train,legitimate,11.24,11,9,38.5,862,legitimate
txn_01642,test,legitimate,51.0,8,16,21.7,181,legitimate
txn_01643,train,legitimate,8.72,18,10,49.0,606,legitimate
txn_01644,train,legitimate,10.14,11,12,69.1,270,legitimate
txn_01645,train,legitimate,24.51,14,10,8.1,997,legitimate
txn_01646,train,legitimate,6.14,3,12,7.7,170,legitimate
txn_01647,train,legitimate,24.22,23,15,25.0,1333,legitimate
txn_01648,train,legitimate,39.9,20,12,13.0,1051,legitimate
txn_01649,train,legitimate,7.02,15,8,5.7,32,legitimate
txn_01650,train,legitimate,57.84,14,15,14.7,1459,legitimate
txn_01651,train,legitimate,14.29,8,12,17.0,398,legitimate
txn_01652,train,legitimate,40.59,12,19,21.2,139,legitimate
txn_01653,train,fraud,38.05,10,14,2.8,1304,legitimate
txn_01654,train,legitimate,15.8,14,12,70.6,1305,legitimate
txn_01655,train,legitimate,14.84,20,6,31.4,185,legitimate
txn_01656,test,legitimate,4.88,8,10,18.5,900,legitimate
txn_01657,test,legitimate,12.62,8,4,55.4,851,legitimate
txn_01658,train,legitimate,11.77,21,7,28.8,675,legitimate
txn_01659,train,legitimate,113.7,22,11,37.6,1434,legitimate
txn_01660,train,legitimate,63.23,16,9,7.8,5,legitimate
txn_01661,train,legitimate,6.72,10,13,7.7,327,legitimate
txn_01662,train,legitimate,51.6,0,11,5.0,1116,legitimate
txn_01663,train,legitimate,29.97,22,15,25.0,1352,legitimate
txn_01664,test,legitimate,17.03,8,11,19.2,351,legitimate
txn_01665,train,legitimate,37.56,3,14,19.1,397,legitimate
txn_01666,test,legitimate,51.16,2,13,7.9,594,legitimate
txn_01667,train,legitimate,14.28,18,12,24.4,859,legitimate
txn_01668,train,fraud,24.18,1,9,52.8,96,legitimate
txn_01669,train,legitimate,28.47,10,13,12.9,1003,legitimate
txn_01670,train,legitimate,9.68,6,15,32.3,949,legitimate
txn_01671,train,legitimate,28.99,5,7,86.3,118,legitimate
txn_01672,train,legitimate,22.61,11,12,87.1,1290,legitimate
txn_01673,train,legitimate,12.9,14,7,47.4,1281,legitimate
txn_01674,train,legitimate,11.09,8,10,14.0,56,legitimate
txn_01675,train,legitimate,32.5,1,9,4.1,1243,legitimate
txn_01676,train,legitimate,55.47,3,14,59.6,117,legitimate
txn_01677,train,legitimate,33.29,4,12,87.5,37,legitimate
txn_01678,test,legitimate,10.96,18,6,65.4,77,legitimate
txn_01679,train,legitimate,49.27,20,9,3.3,724,legitimate
txn_01680,test,legitimate,28.66,13,10,5.8,837,legitimate
txn_01681,train,legitimate,42.56,12,14,57.9,1387,legitimate
txn_01682,train,legitimate,72.68,21,14,0.9,1046,legitimate
txn_01683,train,legitimate,10.49,8,13,78.8,528,legitimate
txn_01684,train,legitimate,21.45,15,13,4.5,331,legitimate
txn_01685,test,legitimate,13.97,3,11,35.5,661,legitimate
txn_01686,train,legitimate,10.79,7,12,110.7,1305,legitimate
txn_01687,train,legitimate,159.62,3,11,33.9,482,legitimate
txn_01688,test,legitimate,58.89,11,17,9.9,295,legitimate
txn_01689,test,legitimate,4.68,5,14,30.5,105,legitimate
txn_01690,train,legitimate,36.46,21,10,16.6,165,legitimate
txn_01691,train,legitimate,14.55,11,15,1.9,146,legitimate
txn_01692,train,legitimate,71.63,1,4,56.7,598,legitimate
txn_01693,train,fraud,33.98,0,13,13.7,1003,legitimate
txn_01694,train,legitimate,20.79,22,13,5.1,722,legitimate
txn_01695,train,legitimate,27.97,4,18,51.6,405,legitimate
txn_01696,test,legitimate,35.06,15,9,11.0,1150,legitimate
txn_01697,train,legitimate,25.18,10,11,3.0,1429,legitimate
txn_01698,test,legitimate,19.94,7,13,8.7,73,legitimate
txn_01699,train,legitimate,21.52,21,7,93.9,1352,legitimate
txn_01700,train,legitimate,39.5,14,8,20.3,178,legitimate
txn_01701,train,legitimate,8.53,20,11,50.0,1091,legitimate
txn_01702,test,legitimate,24.45,4,9,31.1,1209,legitimate
txn_01703,test,legitimate,21.9,22,11,16.7,748,legitimate
txn_01704,train,legitimate,15.56,1,16,3.5,910,legitimate
txn_01705,train,legitimate,48.77,5,20,28.9,1144,legitimate
txn_01706,train,legitimate,7.34,12,11,26.2,1338,legitimate
txn_01707,train,legitimate,17.42,2,13,1.2,18,legitimate
txn_01708,train,legitimate,11.05,0,6,4.4,713,legitimate
txn_01709,test,legitimate,40.78,20,9,44.3,1421,legitimate
txn_01710,train,legitimate,15.83,5,6,9.9,1104,legitimate
txn_01711,test,legitimate,25.65,16,8,79.0,1463,legitimate
txn_01712,train,legitimate,35.12,17,11,15.1,1006,legitimate
txn_01713,train,legitimate,5.51,5,14,142.7,890,legitimate
txn_01714,train,legitimate,37.4,20,14,3.0,954,legitimate
txn_01715,train,legitimate,12.19,10,12,65.4,851,legitimate
txn_01716,train,legitimate,19.33,4,15,13.3,770,legitimate
txn_01717,train,legitimate,22.07,22,18,37.2,1118,legitimate
txn_01718,train,legitimate,52.18,17,9,9.9,917,legitimate
txn_01719,train,legitimate,48.86,19,10,9.5,2,legitimate
txn_01720,test,legitimate,127.58,3,11,20.4,369,legitimate
txn_01721,train,legitimate,28.93,22,9,12.9,1045,legitimate
txn_01722,train,legitimate,15.71,22,10,1.5,331,legitimate
txn_01723,train,legitimate,15.33,11,15,123.2,565,legitimate
txn_01724,train,legitimate,45.16,23,14,4.4,1444,legitimate
txn_01725,test,legitimate,109.57,4,13,19.3,6,legitimate
txn_01726,train,legitimate,33.72,9,10,14.0,223,legitimate
txn_01727,train,legitimate,14.32,12,14,39.5,653,legitimate
